X,Y,ASSESSMENT,ID_NO,FAM_NAME,SCI_NAME,MONG_NAME,PRESENCE,ORIGIN,SEASONAL,COMPILER,YEAR,CITATION,LEGEND,SUBSPECIES,SUBPOP,DIST_COMM,ISLAND,TAX_COMM
66.71009852,55.9071009,115170489,29661,Soricidae,Sorex araneus,??????? ???????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
81.68271186,54.59033285,22314809,29662,Soricidae,Sorex caecutiens,?????? ???????,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
145.8164632,44.08747256,22314809,29662,Soricidae,Sorex caecutiens,?????? ???????,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Kunashirii,
155.8301709,50.38487446,22314809,29662,Soricidae,Sorex caecutiens,?????? ???????,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Paramushir,
156.3437016,50.7477073,22314809,29662,Soricidae,Sorex caecutiens,?????? ???????,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Shumushu,
116.8412927,54.78488569,115183333,41393,Soricidae,Sorex daphaenodon,?????? ???????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
82.92145545,55.32436167,115170884,29665,Soricidae,Sorex isodon,???? ????? ???????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
84.38790481,56.94375921,115171049,29666,Soricidae,Sorex minutissimus,?????? ???????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
108.8925294,57.66568469,115185312,41414,Soricidae,Sorex roboratus,??????? ???????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
91.81171609,54.30353303,115185726,41422,Soricidae,Sorex tundrensis,?????? ???????,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
107.8592795,38.14037053,115158734,20478,Sciuridae,Spermophilus alashanicus,???????? ?????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
121.1456706,43.30383955,115158889,20482,Sciuridae,Spermophilus dauricus,?????? ?????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
103.7944563,44.98304845,22263915,136231,Sciuridae,Spermophilus pallidicauda,?????? ????? ?????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
61.56353264,68.25971239,115112748,13431,Cricetidae,Stenocranius gregalis,????????? ??????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
106.458001,43.96505251,22199869,21101,Dipodidae,Stylodipus andrewsi,?????? ??????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
92.70227419,45.53547783,22199973,21102,Dipodidae,Stylodipus sungorus,????????? ??????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
89.00907116,46.48549477,22199973,21102,Dipodidae,Stylodipus sungorus,????????? ??????,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Presence Uncertain,,,,,
105.7573005,51.37539616,22264197,20494,Sciuridae,Urocitellus undulatus,??? ????? ?????,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
113.6470648,46.68868073,22071456,22947,Vespertilionidae,Vespertilio murinus,?????? ?????????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
14.91245413,55.14248473,22071456,22947,Vespertilionidae,Vespertilio murinus,?????? ?????????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Bornholm,
18.54730228,57.41691662,22071456,22947,Vespertilionidae,Vespertilio murinus,?????? ?????????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Gotland,
16.66660722,56.77409757,22071456,22947,Vespertilionidae,Vespertilio murinus,?????? ?????????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Öland,
141.028158,45.36322945,22071456,22947,Vespertilionidae,Vespertilio murinus,?????? ?????????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Rebun,
-0.853574334,60.59623959,22071456,22947,Vespertilionidae,Vespertilio murinus,?????? ?????????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Shetland Islands,
78.34063004,44.90066737,59049446,23051,Canidae,Vulpes corsac,????,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
91.54417332,43.32049925,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,
14.91210903,55.14248688,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Bornholm,
9.066200171,42.19641311,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Corsica,
143.3282112,43.4681772,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Hokkaido,
139.8381705,37.48699402,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Honshu,
-7.96658954,53.42148779,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Ireland,
155.8301709,50.38487446,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Kuril Islands,
131.1210695,32.47190961,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Kyushu,
9.100235143,40.06875574,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Sardinia,
14.13827436,37.4806362,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant (resident),,,,Sicily,
-95.07828438,49.19479648,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant & Introduced (resident),,,,,
-63.02592822,49.50125308,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant & Introduced (resident),,,,Anticosti,
-69.66897086,67.85993204,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant & Introduced (resident),,,,Baffin,
-56.74674512,49.11895839,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant & Introduced (resident),,,,Newfoundland,
-63.59173856,46.50401412,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant & Introduced (resident),,,,Prince Edward,
127.9894876,36.44733335,193903628,23062,Canidae,Vulpes vulpes,??? ????,1,4,1,IUCN,2016,IUCN (International Union for Conservation of Nature),Extant & Vagrant (resident),,,,,
